%Flight Orig Dest DepTime ArrTime PrevFlight
1 CDG TXL 07:30 09:23 0
2 ZRH FRA 10:35 11:46 0
3 MAD LHR 13:47 17:36 0
4 BRU VIE 17:38 20:35 0
6 BRU ZRH 07:45 11:32 0
7 MAD BRU 14:17 18:00 0
8 FRA VIE 20:05 21:53 0
9 LHR CPH 09:45 12:19 0
10 LHR FRA 12:38 15:11 0
11 TXL LHR 16:33 19:38 0
12 ZRH MUC 21:36 23:02 0
15 BRU IST 11:45 14:49 0
16 BRU MUC 17:06 20:10 0
18 MUC ZRH 11:00 15:13 0
19 AMS MUC 16:36 18:28 0
20 CDG IST 20:41 22:13 0
21 TXL CDG 12:15 16:05 0
22 CDG DUB 19:00 21:15 0
23 ZRH VIE 09:30 14:11 0
24 LHR AMS 15:21 19:45 0
25 FRA DUB 19:59 23:24 0
26 FRA DUB 11:00 15:05 0
27 ZRH CPH 15:11 17:02 0
28 LHR BRU 19:26 00:16+1 0
29 CDG BRU 09:00 11:13 0
30 FRA DUB 13:17 15:27 0
31 BRU IST 17:57 22:40 0
#
