%Flight Orig Dest DepTime ArrTime PrevFlight
5 VIE IST 06:30 10:33 0
6 TXL VIE 10:41 14:08 0
7 LHR AMS 16:25 20:36 0
8 LHR MUC 23:26 00:58+1 0
9 CDG LHR 10:15 13:55 0
10 BRU MUC 16:31 20:03 0
11 ORY FRA 21:06 23:37 0
12 ORY ZRH 06:00 09:05 0
13 DUB AMS 09:42 12:06 0
14 AMS MUC 12:54 15:49 0
15 IST BRU 15:51 19:40 0
16 IST MUC 22:10 02:14+1 0
17 BCN AMS 12:15 16:55 0
18 LHR AMS 17:46 19:07 0
19 AMS VIE 19:37 23:55 0
20 MAD LHR 09:30 13:58 0
21 MAD DUB 16:25 20:13 0
22 FRA BCN 20:57 01:32+1 0
23 CPH MAD 06:30 11:13 0
24 IST BCN 13:43 16:10 0
25 CDG DUB 17:58 20:59 0
26 TXL MUC 21:43 23:04 0
27 CDG MUC 06:00 09:07 0
28 VIE BRU 11:57 13:57 0
29 ORY TXL 14:10 17:54 0
30 BRU IST 18:12 20:58 0
31 MAD MUC 10:00 14:00 0
32 ZRH TXL 14:57 18:03 0
33 BRU CPH 20:20 21:51 0
34 LHR ORY 22:30 01:56+1 0
35 DUB AMS 07:45 11:53 0
36 MAD DUB 13:23 17:08 0
37 VIE LHR 18:28 21:57 0
#
