%Flight Orig Dest DepTime ArrTime PrevFlight
1 AMS FRA 10:30 11:34 0
2 ZRH BCN 13:16 14:44 0
3 IST VIE 17:10 22:00 0
5 FRA CPH 11:30 13:35 0
6 IST ZRH 15:48 17:55 0
7 BCN MAD 20:07 00:13+1 0
8 ZRH IST 08:15 10:29 0
9 BCN DUB 11:11 14:05 0
10 FRA ZRH 16:58 21:39 0
11 FRA MAD 22:22 01:04+1 0
12 ZRH CDG 10:15 13:48 0
13 VIE MUC 14:28 16:19 0
14 BCN ZRH 18:34 23:27 0
15 LHR VIE 11:15 15:44 0
16 TXL BCN 17:38 20:12 0
17 LHR BRU 20:16 23:20 0
18 AMS CPH 12:00 13:53 0
19 LHR BCN 14:14 19:01 0
20 IST TXL 19:48 23:02 0
21 VIE MAD 08:15 09:21 0
22 DUB TXL 11:25 15:44 0
23 VIE ORY 18:17 19:40 0
24 FRA TXL 20:06 22:04 0
25 BCN CDG 10:00 12:40 0
26 ORY MUC 13:27 15:02 0
27 CDG MUC 17:55 19:40 0
28 FRA ZRH 21:16 01:32+1 0
29 IST CDG 07:30 09:18 0
30 VIE ORY 10:37 15:16 0
31 VIE CPH 15:25 20:22 0
32 MUC LHR 22:55 03:27+1 0
#
