%Flight Orig Dest DepTime ArrTime PrevFlight
1 ZRH BCN 08:30 12:39 0
2 CDG MUC 13:25 16:52 0
3 TXL MUC 19:00 21:23 0
4 DUB CDG 21:43 23:50 0
5 ZRH CPH 12:30 14:14 0
6 VIE IST 14:54 19:27 0
7 DUB MAD 20:39 00:35+1 0
8 MAD BCN 11:15 14:21 0
9 MAD BRU 15:59 20:48 0
10 MUC FRA 22:13 00:37+1 0
11 IST ORY 08:45 13:32 0
12 CDG ZRH 14:34 16:46 0
13 CDG BRU 19:20 22:41 0
14 CDG TXL 23:08 03:06+1 0
15 FRA ORY 11:45 14:36 0
16 MAD VIE 15:41 19:09 0
17 BCN MUC 20:46 00:34+1 0
22 BRU CDG 12:00 13:44 0
23 CDG BCN 13:49 18:08 0
24 LHR MAD 19:12 23:16 0
26 IST FRA 06:45 11:06 0
27 FRA CPH 12:03 16:27 0
28 CPH VIE 18:28 21:05 0
29 ZRH BRU 00:02+1 04:45+1 0
#
