%Flight Orig Dest DepTime ArrTime PrevFlight
1 BRU VIE 07:45 08:47 0
2 DUB TXL 09:16 11:46 0
3 LHR BRU 14:08 15:41 0
4 ZRH BRU 15:52 18:01 0
5 AMS ZRH 19:50 23:47 0
6 FRA VIE 07:00 09:02 0
7 ZRH AMS 10:16 12:52 0
8 BCN AMS 14:40 16:17 0
9 BRU TXL 17:32 20:23 0
10 AMS TXL 21:13 00:39+1 0
11 CDG VIE 07:30 09:34 0
12 IST FRA 10:01 12:19 0
13 BRU CDG 13:24 15:42 0
14 FRA CPH 18:33 23:27 0
15 ORY AMS 10:30 14:10 0
16 FRA LHR 15:31 18:19 0
17 FRA ORY 20:16 22:55 0
18 AMS BRU 07:15 08:39 0
19 BCN CDG 10:06 12:39 0
20 VIE MUC 14:21 18:58 0
21 BCN DUB 19:33 00:19+1 0
22 MUC CPH 06:00 10:37 0
23 AMS MUC 12:47 15:32 0
24 TXL CDG 17:11 20:37 0
25 MAD LHR 20:39 00:37+1 0
26 CPH BCN 10:00 14:30 0
27 ZRH VIE 16:58 19:55 0
28 AMS MAD 19:57 00:12+1 0
29 CDG IST 12:15 13:30 0
30 MAD AMS 14:19 16:22 0
31 BRU DUB 17:10 18:30 0
32 AMS ZRH 20:13 21:15 0
#
