%Flight Orig Dest DepTime ArrTime PrevFlight
1 MUC ORY 06:15 10:21 0
2 MAD VIE 10:54 13:36 0
3 BRU ORY 13:41 15:20 0
4 TXL BCN 18:08 21:32 0
5 MUC CDG 10:45 13:59 0
6 ZRH FRA 14:04 17:39 0
7 BCN AMS 19:12 23:47 0
8 DUB ORY 12:30 15:53 0
9 ORY VIE 17:32 20:33 0
10 MUC ORY 21:41 01:12+1 0
11 BCN LHR 12:00 14:39 0
12 BRU LHR 17:16 20:35 0
13 ORY BRU 21:35 23:04 0
14 VIE ORY 07:30 08:48 0
15 FRA ORY 11:16 14:36 0
16 MAD ZRH 14:53 16:42 0
17 ORY AMS 18:53 23:31 0
18 BRU AMS 06:15 10:24 0
19 MUC MAD 12:52 16:18 0
20 ZRH LHR 17:56 21:06 0
21 CDG BCN 06:30 07:37 0
22 AMS CPH 09:47 11:18 0
23 BCN MUC 13:36 16:48 0
24 BCN BRU 17:35 22:14 0
25 MUC IST 12:00 14:34 0
26 TXL VIE 17:08 20:51 0
28 DUB FRA 10:45 11:46 0
29 MUC TXL 14:23 17:50 0
30 CDG CPH 19:43 23:56 0
#
