%Flight Orig Dest DepTime ArrTime PrevFlight
5 AMS MAD 12:30 15:17 0
6 BRU CPH 18:04 19:17 0
7 DUB CPH 21:36 00:05+1 0
8 LHR DUB 08:00 11:13 0
9 ORY CPH 13:52 18:33 0
10 ZRH IST 19:32 23:32 0
11 AMS CDG 10:00 11:41 0
12 TXL DUB 11:43 16:31 0
13 FRA MUC 17:19 20:45 0
15 BCN AMS 09:00 11:16 0
16 CDG MUC 12:52 15:25 0
17 LHR IST 16:35 18:23 0
18 AMS TXL 21:01 23:10 0
19 BRU ZRH 08:45 12:12 0
20 MUC MAD 13:22 16:19 0
21 LHR CDG 17:43 21:19 0
23 DUB TXL 10:00 14:52 0
24 DUB AMS 16:31 17:34 0
25 LHR CDG 18:42 19:44 0
26 BCN ZRH 21:03 23:10 0
#
