%Flight Orig Dest DepTime ArrTime PrevFlight
1 LHR TXL 07:15 11:12 0
2 LHR MAD 13:43 18:25 0
3 FRA BCN 20:53 00:20+1 0
4 CDG FRA 06:30 11:23 0
5 FRA IST 14:04 17:18 0
6 AMS MUC 17:59 21:51 0
8 CDG IST 07:45 09:36 0
9 CDG CPH 11:35 14:39 0
10 ZRH DUB 15:33 18:32 0
11 VIE CPH 21:26 23:23 0
12 AMS LHR 09:00 13:59 0
13 DUB AMS 16:25 20:35 0
14 BRU CDG 21:19 00:55+1 0
19 BRU CDG 12:00 16:42 0
20 TXL LHR 17:14 18:33 0
21 MUC BRU 20:47 01:37+1 0
22 LHR BCN 10:45 14:44 0
23 CPH FRA 17:42 20:16 0
24 DUB MAD 22:59 02:34+1 0
#
