%Flight Orig Dest DepTime ArrTime PrevFlight
1 MUC CDG 11:30 13:46 0
2 CDG AMS 14:28 15:48 0
3 AMS BRU 17:57 19:28 0
4 TXL CDG 20:00 22:16 0
5 CPH MAD 23:27 04:24+1 0
11 TXL MUC 10:15 12:47 0
12 MAD ORY 14:16 18:07 0
13 LHR IST 18:41 21:27 0
14 ORY MAD 23:41 04:33+1 0
15 CDG AMS 10:45 13:06 0
16 BRU AMS 14:37 19:12 0
17 TXL IST 19:30 20:44 0
18 CPH MUC 21:35 00:41+1 0
19 BRU ORY 09:30 11:19 0
20 BCN BRU 12:44 14:37 0
21 BCN ZRH 17:17 21:41 0
22 DUB VIE 22:30 03:08+1 0
23 MUC DUB 11:45 13:11 0
24 MAD BRU 16:04 19:34 0
25 TXL FRA 21:52 00:44+1 0
26 DUB MAD 12:15 13:46 0
27 FRA BRU 16:00 18:25 0
28 LHR BCN 20:38 00:51+1 0
#
